,MAE,MSE,nDCG@3
0,1.0329705476760864,1.4877581596374512,0.27485909333050096
1,1.033766508102417,1.4926567077636719,0.2642032032853654
2,1.0203087329864502,1.4656860828399658,0.27295875336268827
3,1.0523681640625,1.5358844995498657,0.2698403457784207
4,1.0636969804763794,1.5631035566329956,0.26525587341255646
5,1.013920545578003,1.4510862827301025,0.27011678221492025
6,1.023234248161316,1.4656684398651123,0.2761477407759536
7,1.0273019075393677,1.480920672416687,0.26078250483826965
8,1.0241090059280396,1.4753111600875854,0.2711925492653543
9,1.086995244026184,1.6327340602874756,0.26870075853057357
10,0.9889506697654724,1.4176955223083496,0.2784104261474193
11,1.0300158262252808,1.48520827293396,0.26641879389761663
12,1.053155541419983,1.550219178199768,0.2643604464150171
13,1.0393801927566528,1.499780297279358,0.26811080411914046
14,1.0673635005950928,1.5743547677993774,0.2622218954626696
15,0.9764115214347839,1.3892029523849487,0.2770898912442445
16,1.056639313697815,1.5558838844299316,0.2621379367961595
17,1.057054042816162,1.5516093969345093,0.2668769096097926
18,1.0937557220458984,1.6448287963867188,0.26040672037907825
19,1.130202054977417,1.752685785293579,0.2591697066993718
