,MAE,MSE,nDCG@3
0,0.981190025806427,1.4557878971099854,0.35248430454437973
1,0.992680013179779,1.4814616441726685,0.35317038627477526
2,0.9779956936836243,1.4435827732086182,0.3525822196754303
3,0.9894147515296936,1.479090690612793,0.35164550366824304
4,0.9806013703346252,1.4514497518539429,0.3523619478775684
5,0.9698336720466614,1.410127878189087,0.3535608996997156
6,1.0072699785232544,1.533975601196289,0.3528069367553776
7,0.9867050647735596,1.4714328050613403,0.35345165609088425
8,0.9729076623916626,1.425802230834961,0.3521245718373842
9,0.989618182182312,1.4752264022827148,0.35245038198276046
10,0.9891453981399536,1.4737967252731323,0.35316904600258325
11,0.9852439165115356,1.464309573173523,0.3537383888347618
12,1.0054651498794556,1.5320837497711182,0.35323758491745916
13,0.9665119647979736,1.4061055183410645,0.3523309412802284
14,0.9852028489112854,1.4577420949935913,0.3521383089783636
15,0.9612550139427185,1.3923864364624023,0.3536634500094371
16,0.9690506458282471,1.4230095148086548,0.353228296654897
17,0.9604641199111938,1.3884347677230835,0.3541864679617764
18,0.9798815250396729,1.4505817890167236,0.35240942047438767
19,0.9812880158424377,1.4504245519638062,0.35185516556566054
