,MAE,MSE,nDCG@3
0,0.8710063099861145,1.1060303449630737,0.29147986763485567
1,0.8751831650733948,1.1186877489089966,0.2895938951140428
2,0.8748404383659363,1.120054006576538,0.29387325220264704
3,0.881994903087616,1.128747820854187,0.2869650276649737
4,0.8745989799499512,1.1130470037460327,0.29341893119317636
5,0.872871458530426,1.1058270931243896,0.2858774221133351
6,0.8714786767959595,1.1043137311935425,0.2923673992013125
7,0.8747969269752502,1.1176097393035889,0.28856527046743025
8,0.8752748966217041,1.1118520498275757,0.29055243976999634
9,0.8791746497154236,1.1218504905700684,0.2921518676327188
10,0.8705267310142517,1.1039832830429077,0.29248187723362434
11,0.8672289252281189,1.0984783172607422,0.2923529739639606
12,0.8707172274589539,1.0962728261947632,0.2937775337550104
13,0.8742002844810486,1.1131312847137451,0.29162970302735025
14,0.8802379965782166,1.1257308721542358,0.28823549098211887
15,0.8723934292793274,1.1063491106033325,0.2915212925036902
16,0.868263840675354,1.0997223854064941,0.2937694374080653
17,0.8655362129211426,1.0901820659637451,0.2921467717085011
18,0.8699039816856384,1.1049479246139526,0.29375246865793125
19,0.8710126876831055,1.102849006652832,0.29318718619447054
