,MAE,MSE,nDCG@3
0,0.9916315078735352,1.5047695636749268,0.3520041687722968
1,0.9516378045082092,1.3434284925460815,0.35268548641189246
2,0.9878531694412231,1.4975322484970093,0.3522954078011712
3,0.9822497367858887,1.4810456037521362,0.35123502955843
4,0.9699878692626953,1.4359424114227295,0.35247450765593
5,0.989532470703125,1.4950995445251465,0.3538902622912123
6,0.9838888645172119,1.4743071794509888,0.3532336881260762
7,0.9404928684234619,1.3179309368133545,0.35402473492818004
8,1.0118191242218018,1.5726523399353027,0.3519356064131515
9,0.9479793906211853,1.338194489479065,0.3522340677943514
10,0.9706592559814453,1.441064476966858,0.3531074648850243
11,1.0058265924453735,1.553061604499817,0.35369900636159596
12,0.960970938205719,1.3797338008880615,0.3532889359932463
13,0.9774181246757507,1.4574649333953857,0.3522514748670987
14,0.9821836948394775,1.4596644639968872,0.3520750625518184
15,0.9753111004829407,1.449483871459961,0.3523629414413903
16,0.9860902428627014,1.492708444595337,0.35290680500349214
17,0.9315550923347473,1.285447120666504,0.35375138037972137
18,0.9942023754119873,1.5185846090316772,0.35174236341887605
19,1.0028451681137085,1.5370973348617554,0.35224212571107777
