,MAE,MSE,nDCG@3
0,0.871310293674469,1.1050465106964111,0.2919575889927742
1,0.874337911605835,1.116821050643921,0.2912595776920491
2,0.8745748400688171,1.1200759410858154,0.2939319643647378
3,0.8821362257003784,1.1294171810150146,0.28704768074502857
4,0.8751479387283325,1.1148178577423096,0.29288345149267003
5,0.8724040389060974,1.1049786806106567,0.28714427769718504
6,0.8719601035118103,1.10464346408844,0.29056105086749845
7,0.8746159672737122,1.1166781187057495,0.2883952059234225
8,0.8754223585128784,1.1121368408203125,0.29097984245023767
9,0.8791615962982178,1.1218149662017822,0.2914995101231974
10,0.8711715936660767,1.1054970026016235,0.29249071264111615
11,0.8681403398513794,1.1001169681549072,0.2939009472589319
12,0.8700265884399414,1.0953340530395508,0.29284130036431155
13,0.8741435408592224,1.1137036085128784,0.2917843001653897
14,0.880264937877655,1.1258429288864136,0.28825507510443776
15,0.8721216917037964,1.107010841369629,0.2940662934678524
16,0.8687967658042908,1.1005617380142212,0.2922576808322442
17,0.8658645749092102,1.09083890914917,0.2942882582916136
18,0.8705878853797913,1.1056922674179077,0.29626607329743704
19,0.8711404204368591,1.1030701398849487,0.2957755562056762
