,MAE,MSE,nDCG@3
0,0.7655578255653381,1.0190247297286987,0.3536467062665217
1,0.7667850255966187,1.0161408185958862,0.353734899320552
2,0.7638571262359619,1.0106995105743408,0.3518218823625508
3,0.7664175033569336,1.0150105953216553,0.35324336840524584
4,0.7650643587112427,1.0116074085235596,0.35489374643640137
5,0.7610147595405579,1.0076457262039185,0.35436854487616004
6,0.763128936290741,1.0119365453720093,0.3539309675037998
7,0.7629736065864563,1.0092159509658813,0.35470389873837294
8,0.768425464630127,1.0184378623962402,0.35334933473232394
9,0.7671334147453308,1.0131043195724487,0.3526273255850017
10,0.7618625164031982,1.0089216232299805,0.3537848066952865
11,0.7621853947639465,1.0093470811843872,0.3550737646617729
12,0.7668418288230896,1.0202409029006958,0.3543973971695189
13,0.7643148303031921,1.0103068351745605,0.35351994868709186
14,0.7684451937675476,1.0208258628845215,0.35320780120542605
15,0.7664248943328857,1.0145947933197021,0.3522358329172951
16,0.7647172212600708,1.0166957378387451,0.35435165936438473
17,0.7639157176017761,1.0101361274719238,0.35422982539421927
18,0.7638952732086182,1.0146833658218384,0.35385896171003733
19,0.7663861513137817,1.0137866735458374,0.35331950345365093
