,MAE,MSE,nDCG@3
0,1.0137107372283936,1.528221607208252,0.35236438024342914
1,1.0214157104492188,1.542009949684143,0.3521694230793887
2,1.0079940557479858,1.505849838256836,0.3523542047190525
3,1.0187079906463623,1.5436800718307495,0.3510257351050755
4,1.0121901035308838,1.5200378894805908,0.3524933722609825
5,0.994939923286438,1.4591490030288696,0.35301067204925296
6,1.0297409296035767,1.572190284729004,0.3528002874656702
7,1.0089490413665771,1.507102370262146,0.35341069675619385
8,1.0047862529754639,1.4926005601882935,0.3515244904170061
9,1.0214688777923584,1.5431203842163086,0.35210008114936814
10,1.0145421028137207,1.5226562023162842,0.3534514807585318
11,1.0166641473770142,1.531157374382019,0.35432417406695077
12,1.03275465965271,1.586273193359375,0.35330786409209775
13,0.996100902557373,1.4659686088562012,0.35235832687568536
14,1.0198997259140015,1.5323883295059204,0.3512770013567561
15,0.9876794219017029,1.4435228109359741,0.35377958751551825
16,0.9971072673797607,1.4759150743484497,0.3545719516696896
17,0.9870747923851013,1.4400354623794556,0.3541509294505739
18,1.012087106704712,1.5197322368621826,0.3520819913185723
19,1.008852243423462,1.504226803779602,0.352007961445414
