,MAE,MSE,nDCG@3
0,0.9514789581298828,1.271822214126587,0.2818179773166764
1,0.9527954459190369,1.2762084007263184,0.2811015726674386
2,0.951461672782898,1.2709715366363525,0.2816786345617575
3,0.955172061920166,1.281530499458313,0.27822472398034453
4,0.9531661868095398,1.2711408138275146,0.2810968487823869
5,0.9562743306159973,1.2804365158081055,0.27953939560153296
6,0.9525715708732605,1.270828366279602,0.28639910414870373
7,0.9503037333488464,1.265586495399475,0.28060547466420593
8,0.9455073475837708,1.248007893562317,0.2819643304034718
9,0.9585245847702026,1.2847262620925903,0.27956511807005496
10,0.9492502212524414,1.2647086381912231,0.28429586781659577
11,0.9516966938972473,1.2682894468307495,0.28388586611425154
12,0.9523292183876038,1.269376277923584,0.2847260726586035
13,0.9513198733329773,1.268636703491211,0.2829657795730475
14,0.9550652503967285,1.2795387506484985,0.28274049953536584
15,0.951421856880188,1.2693462371826172,0.28143335411499903
16,0.9485765099525452,1.2627193927764893,0.28121240899740463
17,0.9473181366920471,1.2533555030822754,0.28237165464871167
18,0.946372389793396,1.256110429763794,0.2806840649956198
19,0.9497655034065247,1.2663300037384033,0.28336556293437093
